Distance,Diameter,Radius,FFR,text
13.4855,3.20093,1.600465,,13.4855 1.600465 0
13.4978,3.20199,1.600995,,13.4978 1.600995 0
13.5155,3.2035,1.60175,,13.5155 1.60175 0
13.5518,3.20541,1.602705,,13.5518 1.602705 0
13.6088,3.20824,1.60412,,13.6088 1.60412 0
13.6948,3.216,1.608,,13.6948 1.608 0
13.7865,3.2272,1.6136,,13.7865 1.6136 0
13.79,3.22736,1.61368,,13.79 1.61368 0
13.8677,3.23133,1.615665,,13.8677 1.615665 0
13.8811,3.23183,1.615915,,13.8811 1.615915 0
13.8814,3.23184,1.61592,,13.8814 1.61592 0
13.8919,3.23167,1.615835,,13.8919 1.615835 0
13.9452,3.23077,1.615385,,13.9452 1.615385 0
13.9906,3.23071,1.615355,,13.9906 1.615355 0
14.0875,3.23396,1.61698,,14.0875 1.61698 0
14.1888,3.23394,1.61697,,14.1888 1.61697 0
14.2412,3.23489,1.617445,,14.2412 1.617445 0
14.2816,3.23356,1.61678,,14.2816 1.61678 0
14.4903,3.22531,1.612655,,14.4903 1.612655 0
14.595,3.22934,1.61467,,14.595 1.61467 0
14.5976,3.22947,1.614735,,14.5976 1.614735 0
14.6324,3.23072,1.61536,,14.6324 1.61536 0
14.6953,3.22932,1.61466,,14.6953 1.61466 0
14.7084,3.22822,1.61411,,14.7084 1.61411 0
14.8014,3.21979,1.609895,,14.8014 1.609895 0
14.831,3.21748,1.60874,,14.831 1.60874 0
14.8559,3.21556,1.60778,,14.8559 1.60778 0
14.9673,3.21034,1.60517,,14.9673 1.60517 0
14.9797,3.20992,1.60496,,14.9797 1.60496 0
15.0185,3.20727,1.603635,,15.0185 1.603635 0
15.1022,3.20205,1.601025,,15.1022 1.601025 0
15.1292,3.19965,1.599825,,15.1292 1.599825 0
15.2093,3.19414,1.59707,,15.2093 1.59707 0
15.2198,3.19346,1.59673,,15.2198 1.59673 0
15.2931,3.18851,1.594255,,15.2931 1.594255 0
15.3756,3.18547,1.592735,,15.3756 1.592735 0
15.4428,3.17997,1.589985,,15.4428 1.589985 0
15.48,3.17498,1.58749,,15.48 1.58749 0
15.5137,3.17041,1.585205,,15.5137 1.585205 0
15.6198,3.15217,1.576085,,15.6198 1.576085 0
15.7411,3.13804,1.56902,,15.7411 1.56902 0
15.7507,3.13697,1.568485,,15.7507 1.568485 0
15.8057,3.13064,1.56532,,15.8057 1.56532 0
15.8472,3.12598,1.56299,,15.8472 1.56299 0
15.9021,3.11864,1.55932,,15.9021 1.55932 0
15.9174,3.11584,1.55792,,15.9174 1.55792 0
15.9884,3.10272,1.55136,,15.9884 1.55136 0
16.0134,3.09851,1.549255,,16.0134 1.549255 0
16.0638,3.08967,1.544835,,16.0638 1.544835 0
16.1313,3.07995,1.539975,,16.1313 1.539975 0
16.1912,3.07301,1.536505,,16.1912 1.536505 0
16.2284,3.06871,1.534355,,16.2284 1.534355 0
16.3116,3.05792,1.52896,,16.3116 1.52896 0
16.3297,3.05554,1.52777,,16.3297 1.52777 0
16.3862,3.04737,1.523685,,16.3862 1.523685 0
16.4099,3.04265,1.521325,,16.4099 1.521325 0
16.4812,3.02956,1.51478,,16.4812 1.51478 0
16.5163,3.02059,1.510295,,16.5163 1.510295 0
16.5197,3.0197,1.50985,,16.5197 1.50985 0
16.5279,3.01743,1.508715,,16.5279 1.508715 0
16.7115,2.98534,1.49267,,16.7115 1.49267 0
16.7684,2.98059,1.490295,,16.7684 1.490295 0
16.8147,2.97442,1.48721,,16.8147 1.48721 0
16.8239,2.97327,1.486635,,16.8239 1.486635 0
16.8813,2.9641,1.48205,,16.8813 1.48205 0
16.9699,2.94898,1.47449,,16.9699 1.47449 0
17.1317,2.9208,1.4604,,17.1317 1.4604 0
17.2204,2.91799,1.458995,,17.2204 1.458995 0
17.2238,2.91789,1.458945,,17.2238 1.458945 0
17.2334,2.91788,1.45894,,17.2334 1.45894 0
17.2742,2.9157,1.45785,,17.2742 1.45785 0
17.4842,2.90267,1.451335,,17.4842 1.451335 0
17.5504,2.90218,1.45109,,17.5504 1.45109 0
17.6157,2.89776,1.44888,,17.6157 1.44888 0
17.6719,2.8947,1.44735,,17.6719 1.44735 0
17.7942,2.89034,1.44517,,17.7942 1.44517 0
17.8465,2.88938,1.44469,,17.8465 1.44469 0
